USER_ID,ITEM_ID,TIMESTAMP
3558d126-6cd7-4107-983e-d27f60d421ce,1dde49ac-0604-43e9-897e-32cda41d0a9d,1618187554001
06ab53f0-ea47-4adf-88e3-1bfb60970fce,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618576146439
7ba2255e-26aa-4b6a-8129-f3456a783100,7dd0e563-9910-49f8-a990-af233aee97e0,1618823898519
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618289269673
055b9b0e-7bf0-4a7f-b68f-2fcf0459928b,91823378-8499-4d19-a803-db878f1deaae,1618312313357
055b9b0e-7bf0-4a7f-b68f-2fcf0459928b,ade3715a-0111-487c-be59-3813033e60d2,1618120394669
19c39fd1-7d8b-4892-a417-87ca0f0a89b4,901e4f6b-12a8-473f-958b-e5a14b792854,1618299083720
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618696342442
855531c8-0add-4a73-b759-162f662af3b4,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618319142775
c232f7df-0e66-4152-9096-a7df83f71f54,33e08f77-6289-4187-9ceb-88c484e2965d,1618571565132
3558d126-6cd7-4107-983e-d27f60d421ce,61db2a96-94c2-49bc-9a09-fd5d341d645d,1618434233278
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618376007742
7ba2255e-26aa-4b6a-8129-f3456a783100,61db2a96-94c2-49bc-9a09-fd5d341d645d,1619042760488
19c39fd1-7d8b-4892-a417-87ca0f0a89b4,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618364849591
c232f7df-0e66-4152-9096-a7df83f71f54,33e08f77-6289-4187-9ceb-88c484e2965d,1618410141143
9cebcaf2-0be1-45ab-9497-2315afdf8d4c,ade3715a-0111-487c-be59-3813033e60d2,1618018350983
f73f87d2-5a76-463c-8204-47f1d2c86fe8,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618785427742
a1752eb9-6d58-4c13-96bc-55466d2dfad1,5418a3ba-df46-479a-905f-f91348957b0f,1618946269785
b0844f19-24a3-4d2f-8e5f-d53e331469ab,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618487893925
3a6cbef8-abb9-48e8-a294-d3ae43827743,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618251512359
ede37973-f563-4a60-83e4-2a33e52b52d3,ade3715a-0111-487c-be59-3813033e60d2,1618606802904
855531c8-0add-4a73-b759-162f662af3b4,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618098201696
f0cdecd6-19ab-41b0-a8ce-29d345c52b0b,91823378-8499-4d19-a803-db878f1deaae,1617988424399
9cebcaf2-0be1-45ab-9497-2315afdf8d4c,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618382542504
f73f87d2-5a76-463c-8204-47f1d2c86fe8,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618992568279
f3805536-8fe7-44ce-b8a9-60561fe1d502,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618142952464
19c39fd1-7d8b-4892-a417-87ca0f0a89b4,ade3715a-0111-487c-be59-3813033e60d2,1618850730630
8763d571-e7fc-45e9-af52-943b6cecb598,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618930490383
510a2d52-9818-409d-9ac9-5e53cd1f8dfd,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618883340933
11167ffa-9afe-4caa-9b66-ae3219099b99,0812ef4e-6747-4ce3-b6c9-b44721380b28,1619070548831
510a2d52-9818-409d-9ac9-5e53cd1f8dfd,ade3715a-0111-487c-be59-3813033e60d2,1618443634147
3e13aca9-a4ce-4098-b1db-6f73917fea1d,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618490253726
f6b58700-f2c2-4481-b902-89a67af440fd,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618697247654
855531c8-0add-4a73-b759-162f662af3b4,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618455340212
5c5ccdfa-9a8d-467e-86b4-49c7ca8a0c66,ade3715a-0111-487c-be59-3813033e60d2,1618720214897
cbd1a65f-361e-445b-9756-6e44e52997ea,ade3715a-0111-487c-be59-3813033e60d2,1618524947725
f73f87d2-5a76-463c-8204-47f1d2c86fe8,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618486847085
cbd1a65f-361e-445b-9756-6e44e52997ea,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618570753408
fa0655b9-fc87-4905-9367-7622056d64b8,61db2a96-94c2-49bc-9a09-fd5d341d645d,1619005119894
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618199938513
4333dee4-1b30-489e-aa66-994989e856ff,4d961598-01c9-4155-b87d-2ae6b64eaa92,1618187677801
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,4d961598-01c9-4155-b87d-2ae6b64eaa92,1618039559830
19c39fd1-7d8b-4892-a417-87ca0f0a89b4,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618430573980
510a2d52-9818-409d-9ac9-5e53cd1f8dfd,f1ce3398-f570-45a8-a6c9-7d2426ece162,1619139489162
c232f7df-0e66-4152-9096-a7df83f71f54,7dd0e563-9910-49f8-a990-af233aee97e0,1618866664357
e10b102b-5d26-4b8d-bf60-53ea5d92edc8,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618542038254
19c39fd1-7d8b-4892-a417-87ca0f0a89b4,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618629669908
11167ffa-9afe-4caa-9b66-ae3219099b99,4d961598-01c9-4155-b87d-2ae6b64eaa92,1618469749682
b0844f19-24a3-4d2f-8e5f-d53e331469ab,901e4f6b-12a8-473f-958b-e5a14b792854,1618606969985
8763d571-e7fc-45e9-af52-943b6cecb598,ade3715a-0111-487c-be59-3813033e60d2,1618193125128
4333dee4-1b30-489e-aa66-994989e856ff,4d961598-01c9-4155-b87d-2ae6b64eaa92,1618935311280
1cc4ae2b-15dc-45cd-a214-f0c0850fd8bb,33e08f77-6289-4187-9ceb-88c484e2965d,1618640940582
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,4d961598-01c9-4155-b87d-2ae6b64eaa92,1619025786041
4333dee4-1b30-489e-aa66-994989e856ff,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618410428107
9cebcaf2-0be1-45ab-9497-2315afdf8d4c,901e4f6b-12a8-473f-958b-e5a14b792854,1619181713426
b04ca654-330e-4951-bfb8-cd8f3f3b5608,91823378-8499-4d19-a803-db878f1deaae,1618285085695
510a2d52-9818-409d-9ac9-5e53cd1f8dfd,91823378-8499-4d19-a803-db878f1deaae,1618869320717
e10b102b-5d26-4b8d-bf60-53ea5d92edc8,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618392463145
f6b58700-f2c2-4481-b902-89a67af440fd,4d961598-01c9-4155-b87d-2ae6b64eaa92,1619093424836
11167ffa-9afe-4caa-9b66-ae3219099b99,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618585222662
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618104491152
8763d571-e7fc-45e9-af52-943b6cecb598,ade3715a-0111-487c-be59-3813033e60d2,1618805539897
cbd1a65f-361e-445b-9756-6e44e52997ea,ade3715a-0111-487c-be59-3813033e60d2,1618770472173
ede37973-f563-4a60-83e4-2a33e52b52d3,901e4f6b-12a8-473f-958b-e5a14b792854,1618335123732
855531c8-0add-4a73-b759-162f662af3b4,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618457585478
cbd1a65f-361e-445b-9756-6e44e52997ea,ade3715a-0111-487c-be59-3813033e60d2,1618366277033
11167ffa-9afe-4caa-9b66-ae3219099b99,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618435784832
3e13aca9-a4ce-4098-b1db-6f73917fea1d,901e4f6b-12a8-473f-958b-e5a14b792854,1619026380307
fa0655b9-fc87-4905-9367-7622056d64b8,3004a5c4-c5e2-475a-b3b4-8c6f035c8b03,1618182798361
b0844f19-24a3-4d2f-8e5f-d53e331469ab,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618471241007
65ec28b7-5c5c-4c9c-87ea-eff7cbc416bf,f1ce3398-f570-45a8-a6c9-7d2426ece162,1618255805258
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,ade3715a-0111-487c-be59-3813033e60d2,1618558794059
400a2714-7eb6-4262-802b-7882a001822d,0812ef4e-6747-4ce3-b6c9-b44721380b28,1619179898001
c232f7df-0e66-4152-9096-a7df83f71f54,3004a5c4-c5e2-475a-b3b4-8c6f035c8b03,1618267005986
3a6cbef8-abb9-48e8-a294-d3ae43827743,91823378-8499-4d19-a803-db878f1deaae,1618815217002
400a2714-7eb6-4262-802b-7882a001822d,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618243137210
3558d126-6cd7-4107-983e-d27f60d421ce,3004a5c4-c5e2-475a-b3b4-8c6f035c8b03,1618125202917
8763d571-e7fc-45e9-af52-943b6cecb598,91823378-8499-4d19-a803-db878f1deaae,1619106812069
c232f7df-0e66-4152-9096-a7df83f71f54,07d0c52d-9f2b-4048-961e-37a9159a70ba,1618892281045
f3805536-8fe7-44ce-b8a9-60561fe1d502,901e4f6b-12a8-473f-958b-e5a14b792854,1618163297596
cbd1a65f-361e-445b-9756-6e44e52997ea,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618232054354
fa0655b9-fc87-4905-9367-7622056d64b8,1dde49ac-0604-43e9-897e-32cda41d0a9d,1618430445626
4333dee4-1b30-489e-aa66-994989e856ff,ade3715a-0111-487c-be59-3813033e60d2,1619109318518
055b9b0e-7bf0-4a7f-b68f-2fcf0459928b,901e4f6b-12a8-473f-958b-e5a14b792854,1618386469842
5c5ccdfa-9a8d-467e-86b4-49c7ca8a0c66,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618321673902
400a2714-7eb6-4262-802b-7882a001822d,94f8875c-de9c-4169-b2f6-b1e0d9342c5c,1618303028970
510a2d52-9818-409d-9ac9-5e53cd1f8dfd,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618652098204
5c5ccdfa-9a8d-467e-86b4-49c7ca8a0c66,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618053002711
b04ca654-330e-4951-bfb8-cd8f3f3b5608,99dba2a8-d01c-458a-9038-f4bcdb18fef1,1618716733139
b00081db-9572-4029-8582-c2519038c8a4,0812ef4e-6747-4ce3-b6c9-b44721380b28,1619103067314
400a2714-7eb6-4262-802b-7882a001822d,0812ef4e-6747-4ce3-b6c9-b44721380b28,1618813121776
da843aab-2bfd-4c73-bc55-2b79d6d8d6d9,91823378-8499-4d19-a803-db878f1deaae,1618065376891
a1752eb9-6d58-4c13-96bc-55466d2dfad1,7dd0e563-9910-49f8-a990-af233aee97e0,1618893092828
